年份,月份,类型,成员单位,交易对象,交易金额,企业类型,社会信用代码
2024,5,Customer,物产化工（浙江自贸区）有限公司,三江化工有限公司,22000000,企业,91330400754945246P
2024,5,Customer,物产中大化工集团有限公司,上海东耀智创供应链有限公司,1035473.75,企业,91310115MAC0DRCJ5M
2024,5,Customer,物产中大欧泰有限公司,上海优浦橡胶有限公司,2640960,企业,91310115MA1H7FW31M
2024,5,Customer,物产中大（海南）发展有限公司,上海持润石油化工有限公司,3303072,企业,91310117086183978L
2024,5,Customer,浙江物产化工集团宁波有限公司,上海朗晖数化科技股份有限公司,2949420,企业,91310120759012699Y
2024,5,Customer,物产中大新材料科技发展（浙江）有限公司,上海朗晖数化科技股份有限公司,1545421.5,企业,91310120759012699Y
2024,5,Customer,物产中大（海南）发展有限公司,上海汯美国际贸易有限公司,19144159.17,企业,91310115MA1K3UK372
2024,5,Customer,物产中大化工集团有限公司,上海浦耀农产品有限公司,2362200,企业,91310000086249818X
2024,5,Customer,物产化工（浙江自贸区）有限公司,上海玺美橡胶制品有限公司,2647008,企业,91310115MA1K498X4T
2024,5,Customer,物产中大化工集团有限公司,上海诺强贸易有限公司,1863142.73,企业,913101173244795052
2024,5,Customer,物产中大（海南）发展有限公司,上海金润能源有限公司,3155000,企业,913101203243075433
2024,5,Customer,浙江物产氯碱化工有限公司,上海马驹实业有限公司,6568350,企业,91310115MA7AD05U7K
2024,5,Customer,物产中大新材料科技发展（浙江）有限公司,东莞市宏川化工供应链有限公司,355812,企业,91441900617560710F
2024,5,Customer,浙江物产化工集团宁波有限公司,东衍化工（上海）有限公司,20528770,企业,91310000MA1K34UG6N
2024,5,Customer,浙江物产化工集团宁波有限公司,中化石化销售有限公司,2844000,企业,91310115MA1K3RDP4W
2024,5,Customer,物产中大新材料科技发展（浙江）有限公司,中化石化销售有限公司,32582669.05,企业,91310115MA1K3RDP4W
2024,5,Customer,物产化工（浙江自贸区）有限公司,中化石化销售有限公司,47062938,企业,91310115MA1K3RDP4W
2024,5,Customer,物产中大化工集团有限公司,中国供销粮油有限公司,740473.72,企业,91310108133755562E
2024,5,Customer,物产中大（海南）发展有限公司,中国石化海南炼油化工有限公司,28032375.75,企业,91460000754358922D
2024,5,Customer,物产中大欧泰有限公司,中海油销售滁州有限公司,8189246,\N,\N
2024,5,Customer,物产中大化工集团有限公司,丽水兴昌新材料科技股份有限公司,3420781.65,企业,91331100739931807U
2024,5,Customer,浙江物产化工集团宁波有限公司,云南三环中化化肥有限公司,2259858.72,企业,91530000772678786X
2024,5,Customer,物产中大化工集团有限公司,五得利集团兴化面粉有限公司,25529780,企业,913212816725470250
2024,5,Customer,物产中大欧泰有限公司,任丘市华北石油冀东石化销售有限公司,54151626.5,企业,911309826010179244
2024,5,Customer,物产中大化工集团有限公司,南宁漓源粮油饲料有限公司,11068822.1,企业,91450100745120867A
2024,5,Customer,物产中大化工集团有限公司,厦门国贸农产品有限公司,549910.12,企业,91350200MA33G7B87Y
2024,5,Customer,物产化工（浙江自贸区）有限公司,厦门国贸物产有限公司,2665152,企业,91350200MA33GFFRX5
2024,5,Customer,浙江物产化工集团宁波有限公司,厦门展祥能源有限公司,1660000,企业,91350205MA33R9FC0G
2024,5,Customer,物产中大嘉悦（浙江）能源有限公司,厦门象屿化工有限公司,4805000,企业,9135020030311673XM
2024,5,Customer,物产中大欧泰有限公司,厦门骏驰化工科技有限公司,4557695,企业,91350206094841563F
2024,5,Customer,浙江物产化工集团宁波有限公司,合众新能源汽车股份有限公司,1815956,企业,91330483307682069B
2024,5,Customer,浙江物产经编供应链有限公司,嘉兴市贝茵纺织品有限公司,39841396.99,企业,91330481MABRU42Q10
2024,5,Customer,物产中大乾睿能源化工（浙江）有限公司,国元投资管理（上海）有限公司,4649000,企业,9131010934230803X8
2024,5,Customer,物产化工（浙江自贸区）有限公司,国贸启润（上海）有限公司,2662800,企业,91310115703460978N
2024,5,Customer,物产中大乾睿能源化工（浙江）有限公司,天津众汇诚智能科技有限公司,1778040,企业,91120111MA073E876E
2024,5,Customer,浙江物产经编供应链有限公司,太仓兴蕾纺织科技有限公司,4924089.6,企业,91320585MA1XYUAU5H
2024,5,Customer,物产中大乾睿能源化工（浙江）有限公司,宁波宇群进出口有限公司,9805950,企业,9133020109697460XT
2024,5,Customer,物产中大化工集团有限公司,宁波宇群进出口有限公司,1297695,企业,9133020109697460XT
2024,5,Customer,浙江物产氯碱化工有限公司,宁波慧成化工有限公司,3044930,企业,91330281MA2CKKWGXW
2024,5,Customer,物产中大化工集团有限公司,宁波申能贸易有限公司,4538000,企业,91330201MA2CL6GD0R
2024,5,Customer,物产化工（浙江自贸区）有限公司,宁波申能贸易有限公司,11695604.52,企业,91330201MA2CL6GD0R
2024,5,Customer,物产中大化工集团有限公司,安徽华非国际贸易有限公司,24247950,企业,91340300343894747D
2024,5,Customer,物产中大化工集团有限公司,小鼎能源有限公司,49980000,企业,91330901307421256J
2024,5,Customer,物产中大嘉悦（浙江）能源有限公司,小鼎能源有限公司,80127500,企业,91330901307421256J
2024,5,Customer,物产中大（海南）发展有限公司,小鼎能源有限公司,13739500,企业,91330901307421256J
2024,5,Customer,物产化工（浙江自贸区）有限公司,小鼎能源有限公司,13014000,企业,91330901307421256J
2024,5,Customer,浙江物产经编供应链有限公司,山东一元化纤制品有限公司,4929056,企业,91370323MA3ULPJR47
2024,5,Customer,物产中大化工集团有限公司,平原禾丰牧业有限公司,7270220.92,企业,91130423MA07P26B32
2024,5,Customer,浙江物产氯碱化工有限公司,广东仁信集团有限公司,1315088.26,企业,91445100707827132J
2024,5,Customer,物产中大欧泰有限公司,广东元烨供应链管理有限公司,11100000,企业,91440115MABW88DC2F
2024,5,Customer,宁波凯优国际贸易有限公司,广东广开顺新材料有限公司,6923070,企业,91440606082576387Y
2024,5,Customer,物产中大新材料科技发展（浙江）有限公司,广东广开顺新材料有限公司,221000,企业,91440606082576387Y
2024,5,Customer,浙江物产化工集团宁波有限公司,广州鑫舟化工科技有限公司,3692406.7,企业,91440101MA59NRBY1B
2024,5,Customer,物产中大新材料科技发展（浙江）有限公司,广州鑫舟化工科技有限公司,4818260.8,企业,91440101MA59NRBY1B
2024,5,Customer,物产中大化工集团有限公司,广期资本管理（上海）有限公司,31634411.21,企业,91440300MA5D9MJC6L
2024,5,Customer,物产中大欧泰有限公司,徐州徐轮橡胶股份有限公司,10382400,企业,91320300785988783N
2024,5,Customer,物产中大化工集团有限公司,德塑科技（上海）有限公司,1881792,企业,91310115MA1HBN8M8X
2024,5,Customer,浙江物产经编供应链有限公司,扬州帅盛纺织有限公司,814507.2,\N,\N
2024,5,Customer,浙江物产春达化工有限公司,揭西县三明塑料有限公司,2204456.25,企业,91445222688632611L
2024,5,Customer,物产中大乾睿能源化工（浙江）有限公司,新凤鸣集团湖州中石科技有限公司,14019934.67,企业,9133050005011214XL
2024,5,Customer,物产化工（浙江自贸区）有限公司,新凤鸣集团湖州中石科技有限公司,4870722,企业,9133050005011214XL
2024,5,Customer,浙江物产春达化工有限公司,明达实业（厦门）有限公司,12303900,企业,913502006120009173
2024,5,Customer,物产中大（海南）发展有限公司,来远化工（合肥）有限公司,9641500,企业,91340100MA8QP5LH82
2024,5,Customer,物产化工（浙江自贸区）有限公司,杭州博杰实业有限公司,14116176,企业,913301090536706490
2024,5,Customer,物产中大化工集团有限公司,杭州旭达贸易有限公司,1710949.5,企业,91330104685835894R
2024,5,Customer,物产中大嘉悦（浙江）能源有限公司,杭州汉腾化纤有限公司,3054096,企业,91330109689069875B
2024,5,Customer,物产化工（浙江自贸区）有限公司,杭州汉腾化纤有限公司,29689260,企业,91330109689069875B
2024,5,Customer,物产中大化工集团有限公司,杭州浙粮农产品有限公司,1613879.52,企业,91330103MA2B07G44E
2024,5,Customer,物产中大新阳光（河南）粮油有限公司,杭州衡帆贸易有限公司,23154948.92,企业,91330109MACE8YAYX5
2024,5,Customer,浙江物产化工集团宁波有限公司,楚雄鑫华化工有限公司,2858412.84,企业,91532300693083768D
2024,5,Customer,物产中大嘉悦（浙江）能源有限公司,江苏三房巷薄膜股份有限公司,13932459.12,企业,91320281MA1WU9NB2N
2024,5,Customer,浙江物产氯碱化工有限公司,江苏中石油国际事业有限公司,2310000,企业,91320623567847384M
2024,5,Customer,物产中大嘉悦（浙江）能源有限公司,江苏兴业塑化有限公司,38202587.45,企业,9132020071683406XR
2024,5,Customer,物产化工（浙江自贸区）有限公司,江苏兴业塑化有限公司,6202942.24,企业,9132020071683406XR
2024,5,Customer,浙江物产化工集团宁波有限公司,江苏威名新材料有限公司,81597819.75,企业,91320623067666528H
2024,5,Customer,物产中大新材料科技发展（浙江）有限公司,江苏威名新材料有限公司,3753085,企业,91320623067666528H
2024,5,Customer,物产中大嘉悦（浙江）能源有限公司,江苏小米化工贸易有限公司,3056000,企业,91320281301859118Q
2024,5,Customer,物产中大化工集团有限公司,江苏海企橡胶有限公司,2691360,企业,91320000MA1WGDQL81
2024,5,Customer,物产化工（浙江自贸区）有限公司,江苏海伦石化有限公司,69151660.68,企业,913202817487085786
2024,5,Customer,物产中大化工集团有限公司,江苏省江海粮油集团有限公司,70760,企业,91320000134759960D
2024,5,Customer,物产中大（海南）发展有限公司,江苏胜东石油化工有限公司,2753600.5,企业,91320691MA274LJ07M
2024,5,Customer,物产中大（海南）发展有限公司,江阴晶泰芯国际贸易有限公司,4585792.5,企业,91320281MA277BQN9N
2024,5,Customer,物产中大（海南）发展有限公司,沧州景源化工产品有限公司,2634156,企业,91130923MA08B4RE1Q
2024,5,Customer,物产中大新阳光（河南）粮油有限公司,河北鼎康粮油有限公司,1522531.2,企业,130421784074103
2024,5,Customer,物产中大乾睿能源化工（浙江）有限公司,泰沣禾源（江阴）能源化工有限公司,2558000,企业,91320281MA25F5E26D
2024,5,Customer,物产中大乾睿能源化工（浙江）有限公司,浙江华悦供应链有限公司,4620160,企业,91330326MAC74EBF8K
2024,5,Customer,物产中大化工集团有限公司,浙江南华资本管理有限公司,8918000,企业,91330102069216416W
2024,5,Customer,浙江物产化工集团宁波有限公司,浙江博弈科技股份有限公司,2659342,企业,913310006952807304
2024,5,Customer,物产中大乾睿能源化工（浙江）有限公司,浙江古纤道绿色纤维有限公司,31977060.7,企业,913306006970251351
2024,5,Customer,物产中大乾睿能源化工（浙江）有限公司,浙江嘉祐能源有限公司,5810598,企业,91330901MA2A2U395N
2024,5,Customer,物产中大化工集团有限公司,浙江四邦实业有限公司,10386250,企业,91331127MA2E04PH2L
2024,5,Customer,物产中大（海南）发展有限公司,浙江四邦实业有限公司,4810000,企业,91331127MA2E04PH2L
2024,5,Customer,物产中大乾睿能源化工（浙江）有限公司,浙江天圣控股集团有限公司,46903620,企业,913306217530150045
2024,5,Customer,物产中大欧泰有限公司,浙江尤夫高新纤维股份有限公司,66215787.42,企业,91330000755902563E
2024,5,Customer,浙江物产经编供应链有限公司,浙江康嘉新材料科技有限公司,7242549.78,企业,91330400592871351U
2024,5,Customer,浙江物产经编供应链有限公司,浙江康嘉纺织科技有限公司,3838053.11,企业,9133040008736595X1
2024,5,Customer,物产中大乾睿能源化工（浙江）有限公司,浙江敦和实业有限公司,28338604,企业,91330102MA2B0P1R6A
2024,5,Customer,物产中大嘉悦（浙江）能源有限公司,浙江敦和实业有限公司,14032000,企业,91330102MA2B0P1R6A
2024,5,Customer,物产化工（浙江自贸区）有限公司,浙江敦和实业有限公司,11727408,企业,91330102MA2B0P1R6A
2024,5,Customer,浙江物产氯碱化工有限公司,浙江明日控股集团股份有限公司,4595680,企业,91330000142945392Y
2024,5,Customer,物产中大乾睿能源化工（浙江）有限公司,浙江明日控股集团股份有限公司,759800,企业,91330000142945392Y
2024,5,Customer,物产中大化工集团有限公司,浙江明日控股集团股份有限公司,19472004,企业,91330000142945392Y
2024,5,Customer,物产中大（海南）发展有限公司,浙江明日控股集团股份有限公司,36666750,企业,91330000142945392Y
2024,5,Customer,浙江物产化工集团宁波有限公司,浙江晨旭石化有限公司,21282822.68,企业,91330211MA2H516E92
2024,5,Customer,物产中大石油化工（浙江）有限公司,浙江晨旭石化有限公司,5008296,企业,91330211MA2H516E92
2024,5,Customer,浙江物产经编供应链有限公司,浙江楚环纺织有限公司,1053595.2,企业,91330621MA2JT3LP2W
2024,5,Customer,物产中大化工集团有限公司,浙江海利得贸易有限公司,4889760,企业,91330481MA2JF7F8XY
2024,5,Customer,物产中大乾睿能源化工（浙江）有限公司,浙江独山能源有限公司,3969000,企业,91330482MA28ARWQ2M
2024,5,Customer,物产化工（浙江自贸区）有限公司,浙江益善供应链管理有限公司,922481894,企业,91330102MA2J08JG1P
2024,5,Customer,物产中大化工集团有限公司,浙江逸盛石化有限公司,1135713.72,企业,91330200744973411W
2024,5,Customer,物产化工（浙江自贸区）有限公司,浙江鑫广海源实业有限公司,17896000,企业,9133000076015423XE
2024,5,Customer,物产中大嘉悦（浙江）能源有限公司,浙江青云实业有限公司,18760000,企业,91330109MA2H051731
2024,5,Customer,浙江物产经编供应链有限公司,海宁昌顺化纤有限公司,7690172.96,企业,91330481MA28B43X81
2024,5,Customer,物产中大化工集团有限公司,深圳万银国际贸易有限公司,64056000,企业,91440300MA5HF6XXX8
2024,5,Customer,物产化工（浙江自贸区）有限公司,深圳万银国际贸易有限公司,95773000,企业,91440300MA5HF6XXX8
2024,5,Customer,物产中大乾睿能源化工（浙江）有限公司,湖北长济石油化工有限公司,4702500,企业,91420102MA4F4L3P0K
2024,5,Customer,物产中大嘉悦（浙江）能源有限公司,湖南先导国际贸易有限公司,5360544,企业,91430100MA4PFG045J
2024,5,Customer,物产中大欧泰有限公司,湖南先导国际贸易有限公司,8140608,企业,91430100MA4PFG045J
2024,5,Customer,物产中大化工集团有限公司,湖南华港饲料科技有限公司,1660764.6,企业,91430900740610963T
2024,5,Customer,物产中大化工集团有限公司,田阳漓源粮油饲料有限公司,4572444.8,企业,91451021MA5KEBU36T
2024,5,Customer,浙江物产经编供应链有限公司,福州市长乐区明科贸易有限公司,3909171.8,企业,91350182MA31F6L13X
2024,5,Customer,物产化工（浙江自贸区）有限公司,福建百宏石化有限公司,29708451.36,企业,91350505MA31R8CY7T
2024,5,Customer,浙江物产春达化工有限公司,福建陆地港集团有限责任公司,1462000,企业,91350000699009438E
2024,5,Customer,浙江物产经编供应链有限公司,绍兴登越纺织品有限公司,3316635.35,企业,91330621MA2BG4HG8Y
2024,5,Customer,物产中大欧泰（海南）国际贸易有限公司,舟山中曼昆仑能源有限公司,103422357.53,企业,91330900MA7DMGKD9X
2024,5,Customer,浙江物产经编供应链有限公司,苏州佳通化纤有限公司,24805470.01,企业,913205857206895551
2024,5,Customer,物产中大化工集团有限公司,苏州焱霖冉粮油贸易有限公司,11936215.39,企业,91320592MA235EPE2C
2024,5,Customer,物产中大乾睿能源化工（浙江）有限公司,远大物产集团有限公司,4385000,企业,91330201256107565A
2024,5,Customer,物产中大嘉悦（浙江）能源有限公司,远大物产集团有限公司,4862000,企业,91330201256107565A
2024,5,Customer,物产化工（浙江自贸区）有限公司,远大物产集团有限公司,2646000,企业,91330201256107565A
2024,5,Customer,物产中大新材料科技发展（浙江）有限公司,连云港石化有限公司,8437788.74,企业,91320700MA1TD1P403
2024,5,Customer,浙江物产化工集团宁波有限公司,郑州金丰洋国际贸易有限公司,2493390,企业,914101000932203355
2024,5,Customer,物产中大（海南）发展有限公司,重庆天安物产有限公司,8786000,企业,91500115305174634A
2024,5,Customer,物产中大新立科技发展(浙江)有限公司,重庆市永川区长城汽车零部件有限公司,11648679.12,企业,91500118MA5YQ6304F
2024,5,Customer,物产中大化工集团有限公司,钦州市漓源粮油饲料有限公司,854491.4,企业,9145070055225042X5
2024,5,Customer,物产化工（浙江自贸区）有限公司,镇赉瑞信达原生态牧业有限公司,3800738.96,企业,9122082169100435XR
2024,5,Customer,浙江物产化工集团宁波有限公司,陕西延长石油集团重庆销售有限公司,31466938.12,企业,91500105MAABNAAX1C
2024,5,Customer,物产中大化工集团有限公司,青岛品品好粮油集团有限公司,17238244.5,企业,91370281725551395G
2024,5,Customer,物产中大化工集团有限公司,青岛宏锦国际贸易有限公司,8051904,企业,91370220MA3EM15N8D
2024,5,Customer,物产中大欧泰有限公司,青岛祥昌石油化工有限公司,112870600.53,企业,91370220MA3CKXBK6U
2024,5,Customer,物产中大欧泰有限公司,青岛联合动力轮胎有限公司,1560075.92,企业,913702203942496179
2024,5,Customer,物产化工（浙江自贸区）有限公司,青岛诺顿进出口有限公司,5308128,企业,91370220591274125Y
2024,5,Customer,物产中大嘉悦（浙江）能源有限公司,青岛高哲国际贸易有限公司,5356512,企业,9137022032593248XQ
2024,5,Customer,浙江物产化工集团宁波有限公司,黑龙江赢创商贸有限公司,28250000,企业,91230822MA1F713P7E
2024,5,Customer,舟山浙物石油化工有限公司,黑龙江赢创商贸有限公司,9577881.6,企业,91230822MA1F713P7E
2024,5,Supplier,物产中大乾睿能源化工（浙江）有限公司,三江化工有限公司,173580809.8,企业,91330400754945246P
2024,5,Supplier,物产中大（海南）发展有限公司,三江化工有限公司,14836749,企业,91330400754945246P
2024,5,Supplier,物产化工（浙江自贸区）有限公司,三江化工有限公司,38189412,企业,91330400754945246P
2024,5,Supplier,物产中大欧泰有限公司,上海优浦橡胶有限公司,5160960,企业,91310115MA1H7FW31M
2024,5,Supplier,物产中大（海南）发展有限公司,上海名石化工有限公司,4467500,企业,91310115762205088B
2024,5,Supplier,物产中大欧泰有限公司,上海宇忱石油化工有限公司,16047110.8,企业,91310120MA1HQHBW4H
2024,5,Supplier,浙江物产化工集团宁波有限公司,上海旻叙石油化工有限公司,3143407.5,企业,91310120MA1HNA6L74
2024,5,Supplier,物产中大新材料科技发展（浙江）有限公司,上海槿椿国际贸易有限公司,6023929.11,\N,\N
2024,5,Supplier,物产中大化工集团有限公司,上海浦耀农产品有限公司,789787.36,企业,91310000086249818X
2024,5,Supplier,青岛赛橡国际贸易有限公司,上海玺美橡胶制品有限公司,577508.4,企业,91310115MA1K498X4T
2024,5,Supplier,物产化工（浙江自贸区）有限公司,上海融渤实业有限公司,9583300,企业,91310000MAC71BNH6K
2024,5,Supplier,宁波凯优国际贸易有限公司,东莞市宏川化工供应链有限公司,1591115.7,企业,91441900617560710F
2024,5,Supplier,物产中大新材料科技发展（浙江）有限公司,东莞市宏川化工供应链有限公司,2031479.7,企业,91441900617560710F
2024,5,Supplier,浙江物产化工集团宁波有限公司,东衍化工（上海）有限公司,67961123.2,企业,91310000MA1K34UG6N
2024,5,Supplier,物产中大新材料科技发展（浙江）有限公司,东衍化工（上海）有限公司,15416515.2,企业,91310000MA1K34UG6N
2024,5,Supplier,盈泰国际（新加坡）有限公司,中化扬州石化码头仓储有限公司,875418.009984,\N,\N
2024,5,Supplier,宁波凯优国际贸易有限公司,中化石化销售有限公司,237600,企业,91310115MA1K3RDP4W
2024,5,Supplier,浙江物产化工集团宁波有限公司,中化石化销售有限公司,4702744.56,企业,91310115MA1K3RDP4W
2024,5,Supplier,物产中大乾睿能源化工（浙江）有限公司,中化石化销售有限公司,505440,企业,91310115MA1K3RDP4W
2024,5,Supplier,物产中大（海南）发展有限公司,中华人民共和国洋浦经济开发区海关,30300000,\N,\N
2024,5,Supplier,物产中大化工集团有限公司,中国石化上海石油化工股份有限公司,2435689.23,企业,91310000132212291W
2024,5,Supplier,物产中大化工集团有限公司,中央储备粮扬州直属库有限公司,32850073.4,企业,91320000720603344A
2024,5,Supplier,物产中大欧泰有限公司,中海油销售滁州有限公司,8189246,\N,\N
2024,5,Supplier,物产中大化工集团有限公司,中湘海外建设发展有限公司,7870298.5,企业,91430000MA4L3XHT5X
2024,5,Supplier,物产中大化工集团有限公司,丽水兴昌新材料科技股份有限公司,3591891.89,企业,91331100739931807U
2024,5,Supplier,物产中大乾睿能源化工（浙江）有限公司,传化集团有限公司采购分公司,4415000,企业,91330109676755673J
2024,5,Supplier,物产化工（浙江自贸区）有限公司,传化集团有限公司采购分公司,31101000,企业,91330109676755673J
2024,5,Supplier,物产中大欧泰（海南）国际贸易有限公司,内蒙古伊泰化工有限责任公司,12252886.9,\N,\N
2024,5,Supplier,物产中大乾睿能源化工（浙江）有限公司,厦门国贸化工有限公司,58325450,企业,91350200MA8TFTGN9U
2024,5,Supplier,物产中大嘉悦（浙江）能源有限公司,厦门国贸化工有限公司,16343840,企业,91350200MA8TFTGN9U
2024,5,Supplier,物产化工（浙江自贸区）有限公司,厦门国贸化工有限公司,5789556,企业,91350200MA8TFTGN9U
2024,5,Supplier,物产中大嘉悦（浙江）能源有限公司,厦门国贸物产有限公司,2533104,企业,91350200MA33GFFRX5
2024,5,Supplier,物产中大（海南）发展有限公司,厦门象屿化工有限公司,4627500,企业,9135020030311673XM
2024,5,Supplier,物产中大化工集团有限公司,呼图壁县嘉丰棉业有限公司,12882727.28,\N,\N
2024,5,Supplier,物产中大化工集团有限公司,呼图壁县大丰棉业有限公司,20069212.8,企业,91652323572518673P
2024,5,Supplier,物产中大新材料科技发展（浙江）有限公司,唐山华熠实业股份有限公司,1218000,企业,91130282693499018X
2024,5,Supplier,物产中大化工集团有限公司,国元投资管理（上海）有限公司,5470416,企业,9131010934230803X8
2024,5,Supplier,物产化工（浙江自贸区）有限公司,国元投资管理（上海）有限公司,2588544,企业,9131010934230803X8
2024,5,Supplier,物产中大乾睿能源化工（浙江）有限公司,宁波盛远明程贸易有限公司,4487000,企业,913302060538033099
2024,5,Supplier,物产中大化工集团有限公司,小鼎能源有限公司,701910,企业,91330901307421256J
2024,5,Supplier,物产中大嘉悦（浙江）能源有限公司,小鼎能源有限公司,13590000,企业,91330901307421256J
2024,5,Supplier,物产中大（海南）发展有限公司,小鼎能源有限公司,4630000,企业,91330901307421256J
2024,5,Supplier,物产中大欧泰有限公司,山东兴亚新材料股份有限公司,1104000,企业,91370000733726255R
2024,5,Supplier,卡车司机（山东）科技有限公司,山东沃途汽配有限公司,1708333,企业,91370523MA3RQFEW0H
2024,5,Supplier,物产中大欧泰有限公司,山东耐斯特炭黑有限公司,3286800,企业,9137050069443585X0
2024,5,Supplier,物产中大化工集团有限公司,山东胜通钢帘线有限公司,708580.9,企业,91370521755403131G
2024,5,Supplier,物产中大欧泰有限公司,山东胜通钢帘线有限公司,343291.2,企业,91370521755403131G
2024,5,Supplier,舟山聚能能源有限公司,山东胜通钢帘线有限公司,1189310.45,企业,91370521755403131G
2024,5,Supplier,浙江物产氯碱化工有限公司,广东创为化工科技有限公司,2267768.75,企业,91441900MA4WAL9C0B
2024,5,Supplier,浙江物产氯碱化工有限公司,广东塑道化工控股有限公司,1460525,企业,91440101MA59FN4F7T
2024,5,Supplier,宁波凯优国际贸易有限公司,广东广开顺新材料有限公司,2360360.63,企业,91440606082576387Y
2024,5,Supplier,宁波凯优国际贸易有限公司,广州万榕石油化工有限责任公司,5110537.61,企业,91440101MA59LH7Q28
2024,5,Supplier,浙江物产化工集团宁波有限公司,广州万榕石油化工有限责任公司,20555580.31,企业,91440101MA59LH7Q28
2024,5,Supplier,物产中大新材料科技发展（浙江）有限公司,广州万榕石油化工有限责任公司,86203836.14,企业,91440101MA59LH7Q28
2024,5,Supplier,物产中大（海南）发展有限公司,广州发展碧辟油品有限公司,162663.08,企业,91440115724826684E
2024,5,Supplier,宁波凯优国际贸易有限公司,广州鑫舟化工科技有限公司,305472,企业,91440101MA59NRBY1B
2024,5,Supplier,物产中大化工集团有限公司,广西华友锂业有限公司,11160000,企业,91450900MAA7LKA8XK
2024,5,Supplier,物产中大（海南）发展有限公司,广西华友锂业有限公司,33540000,企业,91450900MAA7LKA8XK
2024,5,Supplier,物产中大化工集团有限公司,张家港市骏马钢帘线有限公司,1852300,\N,\N
2024,5,Supplier,舟山聚能能源有限公司,张家港市骏马钢帘线有限公司,1459474.5,\N,\N
2024,5,Supplier,物产中大欧泰有限公司,恒力能源（苏州）有限公司,52073577.9,企业,91320594MA20E5BE5B
2024,5,Supplier,浙江物产化工集团宁波有限公司,成都清艺全进出口贸易有限公司,25414000,企业,91510107MA62DMW39B
2024,5,Supplier,浙江物产经编供应链有限公司,新凤鸣集团湖州中石科技有限公司,24520944.16,企业,9133050005011214XL
2024,5,Supplier,物产化工（浙江自贸区）有限公司,新疆天富国际经贸有限公司张家港保税区国际贸易分公司,5023872,企业,91320592MA1YWPH51G
2024,5,Supplier,物产中大嘉悦（浙江）能源有限公司,来远化工（合肥）有限公司,4500000,企业,91340100MA8QP5LH82
2024,5,Supplier,物产中大嘉悦（浙江）能源有限公司,杭州博杰实业有限公司,5922822,企业,913301090536706490
2024,5,Supplier,浙江物产化工集团宁波有限公司,杭摩科技新材料（阜阳）有限公司,2806908,\N,\N
2024,5,Supplier,物产中大新材料科技发展（浙江）有限公司,杭摩科技新材料（阜阳）有限公司,3729648,\N,\N
2024,5,Supplier,浙江物产经编供应链有限公司,桐乡市中维化纤有限公司,3748275.49,企业,913304837284458894
2024,5,Supplier,浙江物产化工集团宁波有限公司,楚雄鑫华化工有限公司,3181142.62,企业,91532300693083768D
2024,5,Supplier,物产中大嘉悦（浙江）能源有限公司,江苏中石油国际事业有限公司,44141100,企业,91320623567847384M
2024,5,Supplier,物产化工（浙江自贸区）有限公司,江苏中石油国际事业有限公司,19978500,企业,91320623567847384M
2024,5,Supplier,物产中大新材料科技发展（浙江）有限公司,江苏信合利供应链管理有限公司,8423420.84,企业,91320111MA1NBW8G9E
2024,5,Supplier,物产中大欧泰（浙江）能源有限公司,江苏宝达沥青有限公司,1569901.5,\N,\N
2024,5,Supplier,物产中大化工集团有限公司,江苏汇福油脂科技有限公司,9480423.93,企业,91321200093491258C
2024,5,Supplier,物产化工（浙江自贸区）有限公司,江苏海企橡胶有限公司,2530080,企业,91320000MA1WGDQL81
2024,5,Supplier,物产中大嘉悦（浙江）能源有限公司,江苏海伦石化有限公司,3024648,企业,913202817487085786
2024,5,Supplier,物产中大化工集团有限公司,江苏省江海粮油集团有限公司,1903831.36,企业,91320000134759960D
2024,5,Supplier,物产中大新材料科技发展（浙江）有限公司,沧州大化股份有限公司聚海分公司,4857600,\N,\N
2024,5,Supplier,物产中大化工集团有限公司,河南恒星科技股份有限公司,1248280.8,\N,\N
2024,5,Supplier,物产中大欧泰有限公司,河南恒星科技股份有限公司,819841.2,\N,\N
2024,5,Supplier,物产中大新阳光（河南）粮油有限公司,河南省郑州市中级人民法院,97875582.99,企业,1141010000525208XB
2024,5,Supplier,物产中大化工集团有限公司,泰兴市金河油脂有限公司,382200,企业,91321283MA2725K84K
2024,5,Supplier,浙江物产氯碱化工有限公司,洋浦鑫福源国际贸易有限公司,2500750,企业,91460300MA5U0R8AXL
2024,5,Supplier,浙江物产化工集团宁波有限公司,洛阳和佳好石油化工有限公司,7781024.8,企业,91410308MA9LF04691
2024,5,Supplier,物产中大欧泰有限公司,济宁博拉碳材料有限公司,1380000,\N,\N
2024,5,Supplier,舟山聚能能源有限公司,济宁博拉碳材料有限公司,1404000,\N,\N
2024,5,Supplier,浙江物产化工集团宁波有限公司,浙江博弈科技股份有限公司,6226653.23,企业,913310006952807304
2024,5,Supplier,物产中大（海南）发展有限公司,浙江嘉祐能源有限公司,4653000,企业,91330901MA2A2U395N
2024,5,Supplier,物产中大乾睿能源化工（浙江）有限公司,浙江四邦实业有限公司,18983500,企业,91331127MA2E04PH2L
2024,5,Supplier,物产中大化工集团有限公司,浙江四邦实业有限公司,9755045.04,企业,91331127MA2E04PH2L
2024,5,Supplier,物产中大嘉悦（浙江）能源有限公司,浙江四邦实业有限公司,51045000,企业,91331127MA2E04PH2L
2024,5,Supplier,物产中大（海南）发展有限公司,浙江四邦实业有限公司,13882500,企业,91331127MA2E04PH2L
